PAGOS,MONTO,COMUNA,REGION,URBANIDAD,FPAGO,TIPOBENEFICIO,COBROMARZO,SEXO,ECIVIL,NACIONALIDAD,NOCOBRO
1,2328,133,14,2,1,17,0,2,1,0,1
1,5136,220,11,2,3,14,0,2,1,0,1
1,5158,330,14,2,3,14,0,2,1,0,0
1,5738,220,11,2,3,16,0,1,1,0,0
1,5136,336,11,2,3,14,0,1,1,0,0
1,8963,246,14,2,3,16,0,1,1,0,1
1,5136,258,12,2,3,14,0,1,5,0,0
1,5158,282,8,1,3,14,0,1,1,0,1
1,5136,217,14,1,5,14,0,1,5,0,0
1,7854,305,4,2,3,16,0,2,3,0,0
1,5477,180,7,2,3,16,0,1,1,0,0
1,7805,58,4,2,3,16,0,2,1,0,0
1,7293,10,4,1,3,16,0,1,5,0,0
1,3952,63,5,2,3,16,0,1,5,0,1
1,3708,128,11,2,1,16,0,1,1,0,0
1,5158,255,11,2,3,14,0,1,1,0,0
1,7806,133,14,2,3,16,0,1,5,0,0
1,4875,336,11,2,3,16,0,2,1,0,0
1,7713,290,4,2,3,16,0,1,1,0,1
1,5136,226,6,0,5,14,0,1,5,0,0
1,8037,300,11,2,3,16,0,1,1,0,0
1,5158,71,4,1,3,14,0,1,5,0,0
1,5158,13,15,1,3,14,0,1,1,0,0
1,7796,336,11,2,3,16,0,1,5,0,0
1,5136,307,6,2,3,14,0,1,1,0,0
1,8977,321,14,2,3,16,0,1,1,0,1
1,5136,26,14,1,5,14,0,2,5,0,1
1,6508,78,11,2,3,14,0,1,1,0,0
1,7806,220,11,2,3,16,0,1,5,0,0
1,5136,271,11,2,3,14,0,1,1,0,0
1,4594,106,11,2,3,16,0,1,5,0,0
1,5469,63,5,2,3,9,0,1,5,0,0
1,7806,303,11,2,3,16,0,1,5,0,0
1,6663,106,11,2,3,16,0,1,1,0,1
1,7044,300,11,2,1,16,1,2,5,0,1
1,7253,220,11,2,3,16,0,1,1,0,1
1,8786,216,11,2,3,16,0,1,1,1,1
1,7311,285,11,2,3,16,0,1,1,0,0
1,5158,11,1,2,3,14,0,1,1,0,0
1,5477,155,11,2,3,16,0,1,1,0,1
1,5158,252,12,2,3,14,1,2,1,0,0
1,8333,285,11,2,3,16,0,1,1,0,0
1,6499,220,11,2,3,14,0,1,1,0,0
1,7925,106,11,2,3,16,0,1,1,0,0
1,9058,336,11,2,1,16,0,1,1,0,1
1,8620,336,11,2,3,16,0,2,1,0,1
1,8928,106,11,2,1,16,0,1,5,0,1
1,5136,276,14,2,3,14,0,1,1,0,0
1,6301,139,11,2,3,14,0,1,1,0,0
1,4807,249,11,2,3,16,0,1,5,0,0
1,5158,281,11,2,3,14,0,1,1,0,0
1,8295,85,11,2,1,16,0,1,5,0,0
1,5158,285,11,2,3,14,0,2,1,0,0
1,5136,128,11,2,3,14,0,1,1,0,0
1,7572,26,14,1,5,16,1,1,5,0,0
1,7801,74,10,2,3,16,0,1,1,0,0
1,5158,85,11,2,3,14,0,1,5,0,0
1,7992,271,11,2,3,16,0,2,1,0,1
1,7967,245,14,2,1,16,0,2,1,0,0
1,7856,58,4,2,3,16,0,1,1,0,0
1,7805,85,11,2,3,16,0,2,1,0,0
2,7890,107,13,2,3,16,0,1,1,0,0
1,8324,64,4,2,3,16,0,1,1,0,0
1,7726,39,15,2,3,16,0,1,1,0,0
1,5158,170,4,1,3,14,0,1,1,0,0
1,4820,111,14,2,3,16,0,1,1,0,1
1,5136,101,4,1,4,14,0,1,5,0,0
1,5483,330,14,2,3,16,0,1,1,0,0
1,7806,134,10,2,3,16,0,1,1,0,0
1,7806,121,5,2,3,16,0,1,5,0,0
1,3133,29,10,1,1,17,0,2,1,0,0
1,6300,115,11,2,3,14,0,1,1,0,0
1,5136,304,10,2,3,14,0,2,1,0,1
1,8906,303,11,2,3,16,0,2,1,0,1
1,2146,193,10,1,1,17,1,2,1,0,1
1,3289,55,12,1,1,17,0,1,1,0,1
1,5136,25,14,1,3,14,0,2,5,0,0
1,2439,168,5,1,1,17,1,2,1,0,1
1,5158,272,15,2,3,14,0,2,1,0,1
1,5211,58,4,2,1,16,0,1,1,0,0
1,7805,62,2,2,3,16,0,2,5,0,0
1,5637,8,0,2,3,14,0,1,1,0,0
1,5158,112,11,2,3,14,0,1,1,0,0
1,6550,180,7,2,3,16,0,2,1,0,1
1,6618,297,12,1,3,16,0,2,1,0,1
1,598,58,4,2,1,17,0,2,1,0,0
1,1236,58,4,2,3,7,0,1,1,0,0
1,8819,304,10,2,3,16,0,1,1,0,0
1,8813,216,11,2,3,16,0,1,1,0,0
1,6879,300,11,2,3,16,0,1,1,0,1
1,8581,307,6,2,1,16,0,1,1,0,0
1,7804,297,12,1,3,16,0,2,1,0,0
1,7856,319,8,2,3,16,0,1,1,0,0
1,5136,218,6,1,3,14,0,2,1,0,0
1,7804,285,11,2,3,16,1,1,3,0,0
1,5136,208,12,1,5,14,0,2,5,0,0
1,5745,307,6,2,3,16,0,1,1,0,0
1,7482,43,7,1,5,16,0,1,1,0,0
1,5058,321,14,2,3,16,0,1,1,0,1
1,7856,285,11,2,3,16,0,1,1,0,0
1,7741,321,14,2,3,16,0,1,1,0,0
1,3996,205,11,2,1,16,0,1,5,0,0
1,1894,336,11,2,3,7,0,1,1,0,1
1,5483,106,11,2,1,16,0,1,1,0,0
1,9023,307,6,2,3,16,0,1,5,0,0
1,9000,271,11,2,3,16,0,1,1,0,0
1,7696,246,14,2,3,16,0,1,1,0,0
1,5158,139,11,2,3,14,0,1,5,0,1
1,8221,305,4,2,1,16,0,1,1,0,0
2,8804,285,11,2,3,16,0,1,1,0,0
1,2881,336,11,2,3,7,0,1,1,0,1
1,7805,220,11,2,3,16,0,1,1,0,0
1,8852,115,11,2,3,16,0,2,1,0,0
1,5136,39,15,2,3,14,0,1,5,0,0
1,8392,272,15,2,3,16,0,1,5,0,0
1,801,331,10,1,1,17,0,2,1,0,1
1,9074,8,0,2,3,16,0,1,1,0,0
1,7840,307,6,2,3,16,0,1,1,0,1
1,7856,300,11,2,1,16,0,2,1,0,0
1,5737,64,4,2,3,16,0,1,1,0,0
1,5158,67,6,1,3,14,0,1,5,0,0
1,299,107,13,2,1,17,1,1,1,0,1
1,7779,7,6,2,3,16,0,1,1,0,0
1,7991,53,11,2,1,16,0,2,1,0,0
1,5158,78,11,2,3,14,0,2,1,0,0
1,8238,300,11,2,3,16,1,1,1,0,1
1,5158,62,2,2,3,14,0,1,5,0,0
1,7804,58,4,2,3,16,0,2,5,0,0
1,5158,255,11,2,3,14,0,1,1,0,0
2,9164,133,14,2,1,16,0,1,1,0,0
1,7806,304,10,2,3,16,0,1,1,0,0
1,3612,39,15,2,1,1,0,1,1,0,1
1,3644,8,0,2,3,16,0,1,5,0,0
1,5158,39,15,2,3,14,0,1,1,0,0
1,4663,58,4,2,3,16,0,1,1,0,0
1,4996,78,11,2,3,16,0,1,1,0,0
2,8929,216,11,2,3,16,0,1,5,0,0
1,2380,85,11,2,3,13,0,1,1,0,0
1,4094,249,11,2,3,16,0,1,5,0,0
1,7804,249,11,2,3,16,0,1,1,0,0
1,4840,106,11,2,3,16,0,1,1,0,0
1,7932,85,11,2,1,16,0,2,1,0,0
2,7414,125,11,2,1,16,1,1,1,0,0
1,5136,115,11,2,3,14,0,1,1,0,0
1,7705,336,11,2,1,16,0,1,1,0,0
1,5136,157,11,2,3,14,0,1,1,0,0
1,7855,257,11,2,3,16,1,2,5,0,0
1,8448,285,11,2,1,16,0,1,1,0,0
1,5475,285,11,2,3,16,0,1,1,0,1
2,8785,216,11,2,1,16,0,1,1,0,0
1,6151,281,11,2,3,14,1,1,1,0,0
1,5158,303,11,2,3,14,0,1,5,0,1
1,7791,336,11,2,3,16,1,1,1,0,0
1,5062,249,11,2,3,16,0,1,1,0,0
1,7796,292,11,2,3,16,0,1,1,0,0
1,8364,321,14,2,3,16,0,1,1,0,0
1,5158,157,11,2,3,14,0,2,5,0,1
1,6871,16,0,2,3,16,0,1,1,0,0
1,6485,194,11,2,3,14,0,1,1,0,1
2,8603,285,11,2,1,16,0,1,1,0,0
1,5158,285,11,2,3,14,0,1,1,0,0
1,4530,219,11,2,1,16,0,1,5,0,0
2,7981,85,11,2,3,16,0,1,5,0,1
1,2813,307,6,2,3,7,0,1,1,0,0
1,5158,270,14,2,3,14,0,1,5,0,1
1,7694,271,11,2,3,16,0,1,1,0,0
1,5136,303,11,2,3,14,0,1,1,0,0
1,8672,319,8,2,3,16,0,1,1,0,0
2,8756,246,14,2,1,16,0,1,5,0,0
1,6293,78,11,2,3,14,0,1,1,0,0
1,7806,62,2,2,3,16,1,1,5,0,0
1,7806,211,6,1,3,16,0,1,5,0,0
1,8954,82,14,1,1,16,0,1,5,0,0
1,2087,272,15,2,1,17,1,2,1,0,1
1,2439,280,10,2,1,17,0,2,1,0,1
1,7815,246,14,2,3,16,0,1,1,0,0
2,8970,29,10,1,3,16,0,1,1,0,0
1,7516,300,11,2,3,16,0,1,1,0,1
1,166,277,12,2,1,17,1,2,1,0,1
1,7117,277,12,2,3,16,0,2,1,0,0
1,7800,183,6,2,3,16,0,1,1,0,0
1,1187,181,5,2,3,7,0,1,1,0,0
1,5005,62,2,2,3,14,0,1,1,0,0
1,5406,63,5,2,3,14,1,1,1,0,0
2,7869,115,11,2,3,16,0,1,1,0,0
1,2492,128,11,2,1,17,1,1,1,0,1
1,8377,304,10,2,1,16,0,1,1,0,0
1,5136,307,6,2,3,14,0,1,5,0,0
1,5136,327,14,2,3,14,0,2,5,0,1
1,8492,252,12,2,1,16,0,1,5,0,0
1,5136,66,3,2,3,14,0,2,1,0,0
1,1677,230,9,2,3,7,0,1,1,0,1
1,5136,194,11,2,3,14,0,1,1,0,0
1,5473,7,6,2,3,16,0,1,1,0,0
1,9083,7,6,2,1,16,0,2,1,0,0
1,7681,107,13,2,3,16,0,1,1,0,1
1,8754,128,11,2,1,16,0,1,5,0,0
1,7006,303,11,2,1,16,0,2,1,0,0
1,5158,15,4,1,3,14,0,2,1,0,0
1,5651,166,11,2,3,16,1,2,1,0,0
1,5743,7,6,2,3,16,1,1,1,0,1
1,2901,66,3,2,3,7,1,1,1,0,0
1,5136,272,15,2,3,14,0,2,1,0,0
1,5425,320,2,2,3,16,0,1,1,0,0
1,3739,246,14,2,1,16,0,1,5,0,0
1,8167,277,12,2,3,16,0,1,1,0,0
1,6291,215,13,1,5,14,0,1,1,0,1
1,5158,67,6,1,4,14,0,1,1,0,0
1,7806,321,14,2,3,16,0,1,1,0,1
1,5136,307,6,2,3,14,0,1,5,0,0
1,4121,181,5,2,1,1,0,1,1,0,0
1,1833,224,9,1,5,7,0,1,1,0,1
1,5136,300,11,2,3,14,0,1,5,0,1
1,5136,180,7,2,3,14,0,1,1,0,0
1,2391,157,11,2,1,17,0,2,1,0,1
1,8978,128,11,2,3,16,0,1,1,0,0
1,8257,300,11,2,3,16,0,2,5,0,1
1,7805,131,4,1,3,16,0,2,1,0,0
1,6978,62,2,2,3,16,1,1,1,0,0
1,6581,39,15,2,3,16,0,1,1,0,0
1,5158,58,4,2,3,14,0,2,1,0,0
1,5001,128,11,2,1,16,0,1,1,0,0
1,5158,169,4,1,3,14,0,2,5,0,0
1,7806,290,4,2,1,16,1,1,1,0,0
1,1628,121,5,2,3,16,0,1,1,0,1
1,5158,71,4,1,3,14,0,1,5,0,1
1,5483,271,11,2,3,16,0,1,5,0,0
1,4871,170,4,1,3,16,0,1,1,0,1
1,5136,62,2,2,3,14,0,1,5,0,0
1,1541,128,11,2,3,7,0,1,1,0,1
1,5158,64,4,2,3,14,0,1,5,0,0
1,5136,10,4,1,3,14,1,2,5,0,1
1,5136,113,14,1,3,14,0,1,1,0,0
1,5056,8,0,2,3,16,0,1,5,0,1
1,5368,185,8,1,3,14,0,1,1,0,0
1,5158,328,6,2,3,14,0,2,1,0,1
1,6686,81,14,1,3,16,0,2,1,0,0
1,5475,121,5,2,3,16,0,1,1,0,0
1,3133,134,10,2,1,17,0,2,1,0,1
1,5481,319,8,2,3,16,0,1,1,0,0
1,6657,303,11,2,3,16,0,2,1,0,0
1,5158,262,8,1,3,14,0,1,1,0,1
1,5127,39,15,2,3,16,0,1,5,0,1
1,7805,166,11,2,3,16,0,2,1,0,1
1,5158,166,11,2,3,14,0,2,1,0,0
1,7805,251,15,0,3,16,0,2,1,0,0
1,5136,280,10,2,4,14,0,2,5,0,0
1,2446,31,11,2,3,7,0,1,1,0,1
1,8219,220,11,2,1,16,0,1,1,0,0
1,5158,290,4,2,3,14,0,1,1,0,0
1,2035,147,4,2,3,7,0,1,1,0,1
1,7956,120,11,2,3,16,0,1,5,0,0
1,5158,39,15,2,3,14,0,2,5,0,0
1,5158,140,11,2,3,14,0,2,1,0,1
1,5158,300,11,2,3,14,0,1,5,0,1
1,7855,220,11,2,3,16,0,1,3,0,0
1,595,216,11,2,3,7,0,1,1,0,1
1,6255,59,11,2,3,14,0,1,1,0,1
1,5158,120,11,2,3,14,0,1,5,0,0
1,8202,155,11,2,3,14,0,2,1,0,1
2,9067,330,14,2,1,16,0,2,1,0,0
1,7856,157,11,2,3,16,0,1,5,0,1
1,5323,336,11,2,3,16,1,2,1,0,1
1,7804,249,11,2,3,16,0,1,5,0,0
1,5158,336,11,2,3,14,0,1,5,0,0
1,5114,85,11,2,3,16,0,2,1,0,0
1,5059,11,1,2,3,16,0,1,1,0,1
1,2439,245,14,2,1,17,0,2,1,0,1
1,5136,166,11,2,3,14,1,1,1,0,0
1,2613,252,12,2,3,7,0,1,1,0,1
1,4449,336,11,2,3,16,0,2,5,0,1
1,4920,26,14,1,1,1,1,2,1,0,1
1,7804,115,11,2,3,16,0,1,1,0,1
1,7804,297,12,1,3,16,0,1,1,0,0
1,3413,257,11,2,1,16,0,1,1,0,0
1,7806,128,11,2,1,16,0,1,5,0,1
1,5136,119,11,2,3,14,0,2,1,0,0
1,7520,220,11,2,3,16,1,2,1,0,0
1,5158,336,11,2,3,14,0,1,1,0,0
1,7800,106,11,2,3,16,0,1,1,0,0
1,1729,157,11,2,3,7,0,1,1,0,0
1,5188,336,11,2,3,3,0,2,1,0,1
1,7714,194,11,2,3,16,0,1,5,0,0
1,7650,106,11,2,3,16,0,2,1,0,0
1,7854,285,11,2,3,16,0,1,1,0,0
1,7806,14,14,1,5,16,1,1,5,0,0
1,5120,285,11,2,3,16,0,1,1,0,0
1,5158,226,6,0,5,14,0,2,5,0,1
1,5158,223,7,2,3,14,0,1,1,0,1
1,1422,290,4,2,3,7,0,1,1,0,1
1,7806,60,10,2,3,16,0,1,1,0,0
1,9113,58,4,2,1,16,0,2,1,0,0
1,5025,104,11,2,3,14,0,1,1,0,0
1,7856,51,10,1,5,16,0,2,5,0,0
1,5158,39,15,2,3,14,0,2,1,0,0
1,5158,285,11,2,3,14,0,2,1,0,0
1,5158,17,7,1,3,14,0,1,1,0,0
1,5136,253,15,0,4,14,0,1,5,0,0
1,5136,7,6,2,3,14,0,2,1,0,0
1,5136,48,15,1,3,14,0,2,5,0,0
1,522,138,11,2,1,17,1,2,1,0,1
1,9143,130,6,1,0,16,0,1,1,0,0
1,5136,272,15,2,3,14,0,2,5,0,0
1,3238,193,10,1,1,17,0,2,1,0,0
1,6535,115,11,2,1,16,0,2,1,0,0
1,5158,258,12,2,3,14,0,2,1,0,0
1,6695,307,6,2,1,16,0,2,1,0,0
1,318,220,11,2,1,17,0,2,1,0,1
1,4905,285,11,2,3,16,0,1,1,0,0
1,8735,321,14,2,3,16,0,1,1,0,0
1,4535,223,7,2,3,16,0,2,1,0,1
1,2935,97,14,1,1,17,1,2,1,0,1
1,5136,180,7,2,3,14,0,2,1,0,0
1,5296,128,11,2,3,14,0,1,5,0,1
1,5158,307,6,2,3,14,0,1,5,0,1
1,5158,152,4,2,3,14,0,1,5,0,1
1,5001,297,12,1,3,16,0,2,1,0,0
1,7805,277,12,2,3,16,0,2,1,0,0
1,6775,327,14,2,3,14,0,1,1,0,1
1,7634,321,14,2,1,16,0,1,1,0,1
1,5481,330,14,2,3,16,0,1,1,0,0
1,7805,300,11,2,1,16,1,1,1,0,0
2,8900,300,11,2,3,16,0,1,1,0,0
1,5136,124,4,1,3,14,0,1,5,0,1
1,7801,276,14,2,3,16,0,1,1,0,0
1,1230,332,4,1,1,17,0,2,1,0,1
1,5158,134,10,2,3,14,0,2,1,0,0
1,6758,285,11,2,3,16,0,1,1,0,0
1,5158,87,6,1,4,14,0,2,1,0,1
1,3823,208,12,1,5,16,0,1,1,0,0
1,5272,249,11,2,3,14,0,1,5,0,1
1,1541,249,11,2,3,7,1,1,1,0,0
1,5158,220,11,2,3,14,1,2,5,0,0
1,5136,116,11,2,3,14,0,1,5,0,0
1,5001,336,11,2,3,16,0,2,1,0,0
1,3013,193,10,1,1,17,0,1,5,0,0
1,7805,336,11,2,1,16,0,1,5,0,0
2,8596,157,11,2,1,16,0,1,1,0,0
1,8093,194,11,2,3,16,0,2,1,0,0
1,6800,285,11,2,3,16,0,2,3,0,1
1,5158,292,11,2,3,14,0,1,1,0,0
1,4352,329,11,2,1,16,0,1,1,0,0
1,5136,112,11,2,3,14,0,1,1,0,0
2,9191,270,14,2,0,16,0,1,1,0,0
1,7229,85,11,2,1,16,0,1,1,0,0
1,5158,128,11,2,3,14,0,2,1,0,0
1,6668,285,11,2,3,16,0,1,5,0,0
1,8522,216,11,2,1,16,0,1,3,0,1
2,9013,85,11,2,1,16,0,1,1,0,0
1,7850,336,11,2,3,16,0,1,5,0,1
1,5745,216,11,2,3,16,0,1,1,0,0
1,5002,285,11,2,3,16,1,1,1,0,0
1,5293,321,14,2,3,14,0,1,1,0,0
1,5158,271,11,2,3,14,0,1,1,0,0
1,7804,285,11,2,3,16,0,1,1,0,0
1,8317,157,11,2,3,16,0,1,1,0,0
1,4499,285,11,2,3,16,0,1,1,0,0
1,5158,32,11,2,3,14,0,1,1,0,0
1,7651,186,11,2,3,16,0,2,1,0,0
1,7379,230,9,2,3,16,0,1,1,0,0
1,7102,74,10,2,3,16,0,1,5,0,0
1,7044,74,10,2,3,16,0,2,1,0,0
1,7082,121,5,2,3,16,0,2,1,0,0
1,5158,307,6,2,3,14,0,2,5,0,1
1,5136,7,6,2,3,14,1,2,5,0,0
1,5136,17,7,1,3,14,0,1,1,0,0
1,5158,115,11,2,3,14,1,1,1,0,0
2,8517,245,14,2,1,16,0,1,3,0,0
1,7606,181,5,2,3,16,0,1,1,0,0
1,7363,157,11,2,3,16,0,1,5,0,0
2,4349,39,15,2,3,16,0,1,5,0,0
1,8386,131,4,1,3,16,1,1,1,0,0
1,5136,105,5,1,3,14,0,1,5,0,0
1,5136,58,4,2,3,14,0,1,1,0,0
1,5136,252,12,2,3,14,0,1,1,0,0
1,1660,88,2,0,1,17,0,1,1,0,1
1,4262,297,12,1,1,16,1,1,1,0,0
1,7802,213,15,0,4,16,0,1,1,0,0
1,8685,128,11,2,3,16,0,1,5,0,1
1,3391,272,15,2,1,17,0,2,1,0,1
1,2150,272,15,2,1,17,1,2,1,0,1
1,5136,189,8,1,3,14,0,2,1,0,0
1,4997,252,12,2,3,16,0,1,1,0,0
1,7023,39,15,2,1,16,0,2,1,0,0
1,5136,150,6,0,3,14,0,1,1,0,1
1,5136,297,12,1,3,14,1,2,1,0,1
1,7804,180,7,2,3,16,1,2,3,0,0
1,6028,230,9,2,3,14,0,1,1,0,1
1,8837,307,6,2,3,16,0,1,5,0,0
1,5158,180,7,2,3,14,0,2,1,0,0
1,9131,329,11,2,1,16,0,1,1,0,0
1,7856,112,11,2,3,16,0,1,1,0,0
1,5158,272,15,2,4,14,0,2,1,0,1
1,7804,321,14,2,3,16,0,1,1,0,0
1,8537,305,4,2,3,16,0,1,1,0,0
1,7682,119,11,2,1,16,1,1,1,0,0
1,8811,271,11,2,1,16,0,2,1,0,0
1,7804,330,14,2,3,16,0,2,1,0,0
1,1442,157,11,2,3,7,0,1,1,0,0
1,6863,157,11,2,1,16,0,2,1,0,0
1,8205,58,4,2,3,16,0,1,1,0,0
1,7855,330,14,2,3,16,1,1,1,0,0
1,5158,283,11,1,5,14,0,2,5,0,1
1,7800,245,14,2,3,16,0,1,1,0,0
1,5001,77,12,1,5,16,0,2,1,0,1
1,5158,198,10,0,4,14,0,2,5,0,0
1,8365,305,4,2,3,16,0,1,1,0,1
1,4454,100,4,2,3,16,0,1,1,0,1
1,7804,297,12,1,3,16,0,1,1,0,0
1,5158,180,7,2,3,14,0,1,5,0,1
1,7733,252,12,2,3,16,0,1,5,0,0
1,7947,300,11,2,3,16,0,1,5,0,0
1,4246,285,11,2,3,16,0,1,1,0,1
1,4621,285,11,2,1,16,0,1,1,0,1
1,8905,128,11,2,1,16,0,1,5,1,0
1,7854,220,11,2,1,16,0,1,3,0,0
1,5158,59,11,2,3,14,0,1,1,0,0
1,312,31,11,2,1,17,0,2,1,0,1
1,5062,106,11,2,3,16,0,1,1,0,1
1,7361,157,11,2,3,16,0,1,1,0,0
1,8097,257,11,2,3,16,0,1,1,0,0
1,5482,300,11,2,3,16,0,1,1,0,0
1,7866,157,11,2,3,16,0,2,1,0,1
1,5053,115,11,2,1,16,0,1,1,0,0
1,7851,285,11,2,3,16,1,1,1,0,0
1,5001,285,11,2,3,16,0,1,1,0,0
1,7804,11,1,2,3,16,0,1,1,0,0
1,8110,300,11,2,1,16,1,1,1,0,0
1,5158,183,6,2,3,14,0,1,1,0,1
2,8470,115,11,2,3,16,0,1,1,0,0
1,5482,53,11,2,3,16,0,1,1,0,1
2,8292,270,14,2,3,16,1,1,1,0,0
1,9090,252,12,2,3,16,0,2,1,0,0
1,5059,271,11,2,3,16,0,1,1,0,0
2,8655,336,11,2,3,16,0,1,1,0,0
1,7855,31,11,2,3,16,0,1,1,0,0
1,5136,271,11,2,3,14,0,1,1,0,0
1,6695,106,11,2,3,16,0,2,1,0,0
1,7418,85,11,2,3,16,0,1,1,0,0
1,6696,219,11,2,1,16,0,2,1,0,0
1,7800,157,11,2,3,16,0,1,1,0,0
1,5158,180,7,2,3,14,1,1,1,0,1
1,5745,128,11,2,3,16,0,1,1,0,1
1,5158,300,11,2,3,14,0,2,1,0,0
1,5158,67,6,1,3,14,0,2,1,0,1
1,8044,16,0,2,3,16,0,1,1,0,0
1,5136,323,6,1,3,14,0,1,1,0,0
1,7854,59,11,2,1,16,0,1,1,0,0
1,4125,11,1,2,1,1,1,2,1,0,1
2,8809,11,1,2,3,16,1,1,1,0,0
1,5999,11,1,2,3,14,0,1,1,0,0
1,7805,181,5,2,3,16,0,1,5,0,0
1,7289,39,15,2,3,16,0,1,5,0,0
1,5483,249,11,2,3,16,0,1,5,0,0
1,1212,146,14,2,1,17,0,2,1,0,0
1,7131,304,10,2,3,16,0,1,1,0,1
1,8530,58,4,2,3,16,0,2,1,0,0
1,5136,216,11,2,3,14,0,1,5,0,0
1,5188,42,6,0,3,3,0,2,1,0,0
1,7805,321,14,2,3,16,0,1,1,0,0
1,5743,321,14,2,3,16,0,1,1,0,1
1,2675,151,5,1,1,17,1,1,5,0,1
2,8606,307,6,2,3,16,0,1,1,0,0
1,3234,60,10,2,1,17,1,1,1,0,0
1,5158,183,6,2,3,14,0,2,1,0,1
1,8988,128,11,2,1,16,0,2,1,0,0
1,5158,78,11,2,3,14,0,1,1,0,1
1,5136,39,15,2,3,14,0,1,1,0,0
1,7806,288,11,0,5,16,0,2,1,0,1
1,5158,327,14,2,3,14,0,2,1,0,1
1,5136,181,5,2,3,14,0,1,1,0,0
1,6247,8,0,2,3,14,0,1,1,0,0
1,3963,300,11,2,3,16,0,1,1,0,1
1,5158,25,14,1,3,14,1,2,1,0,0
1,5158,78,11,2,3,14,1,1,1,0,0
1,7445,271,11,2,1,16,0,1,1,0,0
1,5158,181,5,2,3,14,0,2,5,0,0
1,7985,105,5,1,3,16,0,1,1,0,0
1,7805,203,12,1,5,16,0,1,1,0,0
1,5158,128,11,2,3,14,0,1,1,0,0
1,5158,307,6,2,3,14,0,1,5,0,0
1,5063,321,14,2,3,16,0,1,1,0,0
1,8202,245,14,2,3,14,0,1,5,0,1
1,5481,96,12,1,5,16,1,1,1,0,1
1,5136,300,11,2,3,14,0,1,3,0,0
1,7805,307,6,2,3,16,0,1,1,0,0
1,7805,58,4,2,3,16,0,2,5,0,0
1,7856,336,11,2,3,16,0,1,1,0,0
1,5158,269,5,1,3,14,0,2,5,0,1
1,7855,220,11,2,3,16,0,2,1,0,0
1,7800,283,11,1,5,16,0,1,1,0,1
1,5188,328,6,2,3,3,0,2,1,0,0
1,8028,112,11,2,1,16,0,1,1,0,0
1,8304,321,14,2,3,16,0,2,1,0,0
1,9012,270,14,2,1,16,1,1,1,0,1
1,5136,321,14,2,3,14,0,1,1,0,0
1,5136,115,11,2,3,14,0,1,5,0,0
1,8163,300,11,2,3,16,0,1,5,0,0
1,5483,245,14,2,3,16,1,1,1,0,0
1,318,77,12,1,1,17,1,2,1,0,1
1,5136,142,6,1,3,14,0,1,1,0,0
1,5136,300,11,2,3,14,1,1,1,0,0
1,5136,39,15,2,3,14,0,1,1,0,0
1,166,315,4,2,1,17,1,1,5,0,1
1,7801,112,11,2,3,16,1,1,1,0,0
1,5136,245,14,2,3,14,0,2,1,0,1
1,8920,220,11,2,3,16,0,1,1,0,1
1,1339,121,5,2,1,17,1,1,1,0,1
1,5743,303,11,2,3,16,0,2,1,0,1
1,5158,307,6,2,3,14,0,2,5,0,1
1,780,208,12,1,1,17,1,2,1,0,0
1,6906,131,4,1,1,1,0,1,1,0,1
1,5136,5,7,1,4,14,0,1,5,0,0
1,7780,330,14,2,3,16,0,1,5,0,1
1,7805,180,7,2,3,16,0,1,1,0,0
1,426,252,12,2,1,17,1,1,1,0,1
1,7281,285,11,2,3,16,0,1,1,0,0
1,5158,58,4,2,3,14,0,2,1,0,0
1,7805,321,14,2,1,16,1,2,5,0,1
1,8001,285,11,2,3,16,0,1,1,0,0
1,5046,330,14,2,3,16,0,1,1,0,0
1,7472,58,4,2,3,16,0,2,1,0,0
2,9129,336,11,2,3,16,0,1,1,0,1
1,7800,16,0,2,3,16,0,1,1,0,0
1,2801,62,2,2,3,7,0,1,1,0,0
1,5158,66,3,2,3,14,0,1,1,0,0
1,7855,126,8,1,5,16,0,1,5,0,0
1,7854,300,11,2,3,16,0,1,1,0,0
1,318,104,11,2,1,17,0,2,1,0,1
1,7855,300,11,2,3,16,0,1,5,0,0
1,1866,248,12,0,1,17,0,2,1,0,1
1,3747,26,14,1,5,6,1,2,1,0,1
1,6297,180,7,2,3,16,0,2,1,0,0
1,7854,143,10,0,4,16,0,2,1,0,0
1,5136,305,4,2,3,14,0,1,5,0,1
1,7801,230,9,2,3,16,1,1,1,0,1
1,5158,307,6,2,3,14,0,2,5,0,1
1,5136,131,4,1,3,14,1,2,5,0,0
1,6660,55,12,1,3,14,0,1,1,0,0
2,8562,8,0,2,3,16,1,1,1,0,0
1,5158,139,11,2,3,14,0,1,1,0,0
1,7686,300,11,2,3,16,1,1,1,0,0
1,7806,106,11,2,3,16,0,1,5,0,0
1,7856,115,11,2,3,16,0,1,1,0,0
2,8259,300,11,2,3,16,0,1,1,0,0
1,7856,257,11,2,3,16,0,1,1,0,0
1,7806,300,11,2,3,16,0,1,5,0,1
1,5136,219,11,2,3,14,0,1,1,0,0
1,5136,220,11,2,3,14,0,1,1,0,0
1,7506,128,11,2,1,16,0,1,1,0,1
1,6926,128,11,2,1,16,0,1,1,0,1
1,7852,249,11,2,3,16,0,1,5,0,0
1,4774,115,11,2,3,16,0,1,1,0,0
1,5158,249,11,2,3,14,0,1,1,0,0
1,5158,300,11,2,3,14,0,2,1,0,0
1,5136,115,11,2,3,14,1,1,1,0,1
1,6480,128,11,2,1,16,1,2,1,0,1
