PAGOS,MONTO,COMUNA,REGION,URBANIDAD,FPAGO,TIPOBENEFICIO,COBROMARZO,SEXO,ECIVIL,NACIONALIDAD,NOCOBRO
1,1610,220,11,2,3,7,1,1,1,0,0
1,8252,157,11,2,3,14,0,1,1,0,1
1,7423,115,11,2,3,16,0,1,5,0,1
1,318,219,11,2,1,17,0,2,1,0,1
1,2237,255,11,2,3,7,0,1,1,0,1
1,5158,81,14,1,3,14,0,2,5,0,0
1,1151,74,10,2,1,17,0,2,1,0,1
1,5158,116,11,2,3,14,0,2,1,0,0
1,5158,255,11,2,3,14,0,1,5,0,0
1,1223,321,14,2,1,17,0,2,1,0,1
1,5189,181,5,2,3,14,0,1,5,0,1
1,6051,252,12,2,3,14,0,1,1,0,1
1,5188,130,6,1,3,3,0,1,1,0,1
1,1612,149,7,1,3,7,0,1,1,0,1
1,8,319,8,2,3,14,0,1,1,0,1
1,6777,8,0,2,3,16,0,1,5,0,0
1,2380,139,11,2,3,18,1,1,1,0,0
1,2380,322,10,0,4,18,0,1,1,0,0
1,3020,147,4,2,1,17,1,1,1,0,1
1,5860,48,15,1,3,14,0,1,1,0,0
1,6671,246,14,2,3,16,0,1,5,0,1
1,318,214,9,0,1,17,0,1,1,0,1
1,6479,328,6,2,3,14,0,1,1,0,0
1,6035,307,6,2,3,14,0,1,1,0,0
1,5136,230,9,2,3,14,0,1,5,0,0
1,3300,230,9,2,3,16,0,2,1,0,0
1,3747,300,11,2,3,6,0,2,1,0,1
1,2439,304,10,2,1,17,0,2,1,0,1
1,9193,152,4,2,0,16,0,1,5,0,0
1,166,304,10,2,1,17,0,2,3,0,0
1,5188,99,10,0,3,3,0,1,1,0,0
1,357,328,6,2,1,17,0,2,1,0,1
1,4693,39,15,2,3,16,0,1,1,0,0
1,3362,223,7,2,1,17,0,1,1,0,1
1,8147,166,11,2,3,14,1,1,5,0,0
1,1641,331,10,1,1,17,0,2,1,0,1
1,6257,246,14,2,3,14,0,1,1,0,1
1,4303,63,5,2,3,16,0,1,5,0,0
1,138,320,2,2,1,17,0,2,1,0,1
1,3616,304,10,2,1,17,0,1,1,0,1
1,5158,227,7,2,3,14,0,1,5,0,1
1,5667,63,5,2,3,14,0,1,5,0,0
1,6759,16,0,2,3,16,0,2,1,0,0
1,8968,152,4,2,3,16,0,2,5,0,0
1,313,193,10,1,1,17,1,2,3,0,1
1,5158,300,11,2,3,14,0,2,1,0,0
1,2384,0,14,1,1,17,0,2,1,0,1
1,3202,128,11,2,1,1,0,2,1,0,0
1,3758,37,4,2,3,2,0,2,1,0,0
1,2380,39,15,2,3,18,1,1,1,0,0
1,1024,157,11,2,1,17,0,2,1,0,1
1,1718,11,1,2,1,17,0,2,1,0,0
1,7478,115,11,2,3,16,0,1,5,0,0
1,7518,257,11,2,3,16,0,1,3,0,0
1,4672,220,11,2,3,16,0,1,1,0,0
1,5959,105,5,1,3,14,0,1,5,0,0
1,5158,111,14,2,3,14,0,2,5,0,0
1,5158,63,5,2,3,14,0,2,5,0,0
1,318,315,4,2,1,17,1,2,3,0,1
1,962,181,5,2,1,17,1,2,1,0,1
1,2087,148,8,1,1,17,0,1,1,0,0
1,5960,249,11,2,3,14,0,1,3,0,0
1,5158,121,5,2,3,14,0,2,1,0,1
1,1275,17,7,1,1,17,0,2,1,0,1
1,4793,152,4,2,3,16,0,2,3,0,0
1,3339,300,11,2,1,16,0,1,5,0,0
1,2980,252,12,2,1,16,0,1,3,0,0
1,149,315,4,2,1,17,0,1,1,0,1
1,7233,39,15,2,3,16,0,1,1,0,0
1,318,307,6,2,1,17,1,2,1,0,1
1,5953,297,12,1,3,16,0,2,1,0,0
1,2439,74,10,2,1,17,0,1,1,0,1
1,318,227,7,2,1,17,0,2,1,0,1
1,318,280,10,2,1,17,0,2,1,0,1
1,318,89,7,0,1,17,0,2,1,0,1
1,5563,157,11,2,3,14,0,1,3,0,0
1,5158,74,10,2,3,14,0,2,5,0,0
1,4672,270,14,2,3,16,0,2,5,0,0
1,1866,245,14,2,1,17,0,2,3,0,1
1,5158,245,14,2,3,14,0,2,5,0,1
1,318,11,1,2,1,17,0,2,1,0,1
1,6239,39,15,2,3,14,0,1,1,0,1
1,166,111,14,2,1,17,0,1,3,0,1
1,4671,11,1,2,3,16,0,1,1,0,0
1,2439,272,15,2,1,17,0,2,1,0,1
1,6513,307,6,2,3,14,0,1,1,0,0
1,4783,230,9,2,3,16,0,1,1,0,0
1,5356,152,4,2,3,14,0,1,1,0,1
1,2380,144,6,0,4,18,0,1,1,0,0
1,5158,321,14,2,3,14,0,1,5,0,1
1,7632,330,14,2,3,16,0,1,5,0,0
1,5158,182,11,2,3,14,0,1,5,0,0
1,5960,177,6,1,3,14,0,1,1,0,0
1,8981,336,11,2,3,16,0,1,1,0,0
1,5644,134,10,2,3,14,0,1,1,0,0
1,5136,300,11,2,3,14,0,1,5,0,1
1,6318,27,7,2,3,14,0,1,1,0,0
1,6235,14,14,1,5,14,0,1,1,0,0
1,321,268,10,1,1,17,0,1,1,0,1
1,6712,79,15,0,4,14,0,1,1,0,0
1,2008,328,6,2,3,7,1,1,1,0,1
1,864,307,6,2,3,7,0,1,1,0,1
1,5467,326,10,1,5,14,0,1,1,0,0
1,1622,204,11,2,3,7,1,1,1,0,0
1,1807,116,11,2,3,7,0,1,1,0,0
1,9121,330,14,2,0,16,0,1,1,0,0
1,5712,128,11,2,3,14,0,1,3,0,0
1,6083,27,7,2,3,14,0,1,1,0,0
1,6589,237,7,0,5,14,1,1,1,0,0
1,661,7,6,2,1,17,1,1,1,0,1
1,912,232,6,0,3,14,0,1,1,0,0
1,5158,125,11,2,3,14,1,2,5,0,0
1,4046,85,11,2,3,16,0,1,5,0,0
1,318,59,11,2,1,17,0,1,1,0,1
1,7632,270,14,2,3,16,0,1,1,0,0
1,318,128,11,2,1,17,0,1,1,0,1
1,2492,303,11,2,1,17,0,1,5,0,1
1,4694,300,11,2,3,16,0,1,1,0,0
1,7518,128,11,2,3,16,0,1,1,0,0
1,5965,104,11,2,3,14,0,1,1,0,0
1,6107,271,11,2,3,16,0,1,1,0,0
1,1166,157,11,2,3,7,1,1,1,0,0
1,5158,292,11,2,0,14,0,2,5,0,1
1,5214,285,11,2,3,16,1,2,1,0,0
1,6211,157,11,2,3,14,0,1,1,0,0
1,2866,128,11,2,1,17,1,1,1,0,0
1,8899,166,11,2,4,14,0,1,1,0,1
1,4793,285,11,2,3,16,1,1,1,0,0
1,2980,249,11,2,1,16,1,1,1,0,0
1,2380,59,11,2,3,18,1,1,1,0,0
1,7632,249,11,2,3,16,0,1,5,0,0
1,3630,336,11,2,1,17,0,1,5,0,0
1,2968,220,11,2,3,16,0,1,5,0,0
1,5689,41,12,1,3,14,1,1,1,0,0
1,5158,16,0,2,3,14,0,1,1,1,0
1,4559,146,14,2,3,16,0,1,1,0,0
1,5136,111,14,2,3,14,0,1,5,0,0
1,5961,336,11,2,3,14,0,1,1,0,0
1,7801,270,14,2,3,16,0,1,1,0,0
1,4673,157,11,2,3,16,0,1,1,0,0
1,4672,170,4,1,3,16,0,1,1,0,0
1,5946,223,7,2,3,14,0,1,1,0,0
1,7800,307,6,2,3,16,0,1,1,0,0
1,1718,330,14,2,1,17,0,1,1,0,1
1,3277,251,15,0,4,16,0,1,5,0,1
1,318,252,12,2,1,17,0,2,1,0,1
1,1866,68,6,1,1,17,0,2,1,0,0
1,3262,134,10,2,1,17,0,2,1,0,1
1,5760,131,4,1,3,14,0,1,1,0,0
1,5158,121,5,2,3,14,0,1,1,0,0
1,4672,305,4,2,3,16,0,1,1,0,0
1,2899,270,14,2,3,7,0,1,1,0,1
1,7183,232,6,0,3,0,0,1,1,0,0
1,8458,239,7,1,3,16,0,1,1,0,0
1,1548,11,1,2,3,7,0,1,1,0,1
1,5546,53,11,2,3,14,0,1,1,0,0
1,2492,53,11,2,1,17,0,1,1,0,1
1,526,40,15,2,3,7,0,1,1,0,0
1,5136,280,10,2,3,14,0,1,1,0,0
1,2671,287,7,0,5,7,0,1,1,0,1
1,1414,169,4,1,3,7,0,1,1,0,0
1,5158,100,4,2,3,14,1,2,5,0,1
1,4371,223,7,2,3,0,0,2,3,0,0
1,3133,118,14,1,1,17,1,1,5,0,1
1,2439,181,5,2,1,17,0,2,1,0,0
1,5982,246,14,2,3,14,0,1,1,0,0
1,1691,204,11,2,3,7,0,1,1,0,0
1,862,277,12,2,1,17,1,2,1,0,1
1,3747,134,10,2,3,6,0,2,1,0,1
1,5564,159,12,0,4,14,0,1,5,0,0
1,6027,64,4,2,3,14,0,1,1,0,0
1,7518,269,5,1,3,16,1,1,5,0,0
1,3262,304,10,2,1,17,0,1,3,0,1
1,9215,216,11,2,0,16,0,1,5,0,1
1,5158,336,11,2,3,14,0,2,1,0,0
1,3747,300,11,2,3,6,0,2,1,0,1
1,3140,121,5,2,1,17,0,1,1,0,0
1,6204,78,11,2,3,14,1,1,1,0,0
1,1992,93,6,0,1,17,0,1,1,0,1
1,3515,134,10,2,1,17,0,2,1,0,1
1,515,58,4,2,1,17,0,2,3,0,1
1,5158,280,10,2,3,14,0,2,5,0,0
1,5158,63,5,2,3,14,0,2,1,0,0
1,2492,300,11,2,1,17,0,2,5,0,0
1,2573,304,10,2,1,17,0,2,3,0,1
1,1519,307,6,2,1,17,0,1,1,0,1
1,335,327,14,2,1,17,0,1,1,0,1
1,133,199,4,2,1,17,0,2,5,0,1
1,5158,152,4,2,3,14,0,2,1,0,0
1,2439,304,10,2,1,17,0,2,3,0,0
1,3133,193,10,1,1,17,0,1,1,0,1
1,5415,180,7,2,3,14,0,1,1,0,1
1,5556,239,7,1,3,14,0,1,1,0,0
1,5158,167,10,2,3,14,0,2,1,0,0
1,7678,236,7,0,5,16,0,2,5,0,1
1,5158,300,11,2,3,14,0,2,1,0,0
1,5684,295,12,1,3,14,0,1,5,0,1
1,8147,189,8,1,3,14,0,2,5,0,0
1,5421,307,6,2,3,14,0,1,1,0,0
1,5158,72,6,0,5,14,0,2,1,0,0
1,1711,271,11,2,3,7,0,1,1,0,1
1,724,166,11,2,1,17,0,2,1,0,0
1,5603,157,11,2,3,14,0,1,1,0,1
1,2855,78,11,2,1,17,0,1,5,0,1
1,2380,139,11,2,3,18,0,1,1,0,1
1,8646,285,11,2,1,16,0,1,5,0,1
1,5158,336,11,2,3,14,0,1,1,0,0
1,4793,220,11,2,3,16,0,1,1,0,0
1,5863,255,11,2,3,14,0,1,1,0,0
1,9197,216,11,2,0,16,1,2,5,0,1
1,7043,295,12,1,3,16,0,2,1,1,1
1,3067,158,12,0,1,17,0,2,1,0,1
1,8088,270,14,2,3,16,0,2,1,0,0
1,5136,5,7,1,3,14,0,2,5,0,0
1,8147,230,9,2,3,14,0,1,1,0,0
1,5290,204,11,2,3,14,0,1,1,0,0
1,4914,328,6,2,3,16,0,1,1,0,1
1,6966,63,5,2,3,16,1,1,5,0,1
1,6793,323,6,1,1,16,0,2,5,0,0
1,6009,257,11,2,3,14,0,1,1,0,0
1,8138,297,12,1,0,16,0,1,1,0,0
1,7600,85,11,2,3,16,0,1,5,0,0
1,318,304,10,2,1,17,0,1,5,0,1
1,1168,37,4,2,1,17,0,1,1,0,1
1,6190,328,6,2,3,14,0,1,1,0,0
1,6101,121,5,2,3,14,0,1,1,0,0
1,9133,304,10,2,0,16,0,1,1,0,0
1,3299,39,15,2,1,17,0,2,1,0,0
1,639,279,15,1,1,17,0,2,3,0,1
1,318,303,11,2,1,17,0,1,1,0,1
1,5158,328,6,2,3,14,0,1,1,0,0
1,1975,300,11,2,1,17,0,2,3,0,0
1,5158,227,7,2,4,14,0,2,1,0,0
1,8676,12,11,2,3,14,0,2,3,0,1
1,5158,75,7,0,0,14,0,2,1,0,1
1,5083,58,4,2,3,16,0,1,5,0,1
1,5136,315,4,2,3,14,0,1,5,0,0
1,5158,13,15,1,4,14,0,2,1,0,0
1,5136,63,5,2,3,14,0,1,5,0,0
1,1043,37,4,2,3,7,0,1,1,0,0
1,2694,198,10,0,4,7,0,1,5,0,0
1,5158,60,10,2,3,14,0,2,1,0,0
1,769,327,14,2,1,17,0,1,1,0,1
1,2869,168,5,1,1,17,0,2,1,0,1
1,5158,151,5,1,5,14,0,2,1,0,0
1,6437,134,10,2,3,14,0,1,1,0,1
1,6957,321,14,2,3,16,0,1,5,0,0
1,5158,211,6,1,3,14,0,1,1,0,1
1,510,157,11,2,3,7,0,1,1,0,1
1,2172,297,12,1,0,16,0,1,1,0,1
1,1303,74,10,2,1,17,0,1,5,0,1
1,3747,319,8,2,3,6,0,2,1,0,1
1,5158,334,14,1,3,14,0,2,1,0,0
1,2492,300,11,2,1,17,0,1,1,0,1
1,1454,287,7,0,5,7,0,1,1,0,1
1,7438,305,4,2,3,16,1,1,1,0,0
1,4793,131,4,1,3,16,0,1,1,0,0
1,2980,304,10,2,3,16,1,1,5,0,0
1,3133,24,6,1,1,17,1,2,1,0,1
1,3262,220,11,2,1,17,0,1,1,0,0
1,3159,316,6,1,3,16,1,1,1,0,0
1,5158,279,15,1,4,14,0,2,5,0,0
1,1718,122,8,1,1,17,0,1,1,0,1
1,5158,115,11,2,3,14,0,2,1,0,0
1,2492,139,11,2,1,17,0,2,1,0,0
1,5294,64,4,2,3,14,0,1,1,0,0
1,621,112,11,2,1,17,0,2,3,0,1
1,2415,138,11,2,1,17,0,1,1,0,0
1,5247,192,12,0,4,14,0,1,1,0,0
1,3758,300,11,2,3,2,0,2,1,0,1
1,4846,252,12,2,3,16,0,2,1,0,1
1,318,128,11,2,1,17,0,1,1,0,1
1,3238,74,10,2,1,17,0,2,1,0,0
1,7804,249,11,2,3,16,0,1,5,0,1
1,4279,270,14,2,3,16,1,1,5,0,0
1,812,313,0,1,1,17,0,2,1,0,1
1,318,128,11,2,1,17,0,1,5,0,1
1,5158,220,11,2,3,14,0,1,1,0,1
1,8495,300,11,2,3,16,0,2,1,0,0
1,2380,292,11,2,3,18,1,1,1,0,0
1,3430,300,11,2,1,1,0,2,1,0,1
1,6388,304,10,2,0,16,0,2,3,0,0
1,5158,206,13,0,5,14,0,2,5,0,0
1,5158,37,4,2,3,14,0,2,5,0,0
1,5136,292,11,2,3,14,0,1,5,0,1
1,5158,29,10,1,3,14,0,2,5,0,0
1,5158,234,14,1,5,14,0,2,5,0,0
1,6360,199,4,2,3,14,1,1,1,0,0
1,5404,106,11,2,3,16,0,2,1,0,0
1,4395,152,4,2,3,15,0,1,5,0,1
1,5136,122,8,1,3,14,0,1,1,0,0
1,1130,39,15,2,1,17,1,2,1,0,1
1,318,300,11,2,1,17,0,1,1,0,1
1,5243,223,7,2,3,14,0,1,5,0,1
1,8148,107,13,2,3,16,0,1,1,0,0
1,9207,58,4,2,0,16,0,2,1,0,0
1,2380,221,3,1,4,18,1,1,5,0,0
1,1280,149,7,1,3,7,1,1,1,0,0
1,6228,271,11,2,3,14,0,1,1,0,0
1,5255,74,10,2,3,16,0,1,1,0,0
1,2087,260,10,1,1,17,1,2,1,0,1
1,280,208,12,1,1,17,0,1,1,0,1
1,1596,71,4,1,3,7,0,1,1,0,1
1,3213,220,11,2,3,16,1,1,5,0,0
1,8510,305,4,2,3,16,0,2,5,0,0
2,7738,16,0,2,3,16,0,1,1,0,0
1,7498,277,12,2,3,16,0,2,1,0,0
1,14,170,4,1,1,17,0,1,1,0,0
1,5643,58,4,2,3,14,0,1,1,0,0
1,2439,294,12,1,1,17,0,1,5,0,0
1,5158,307,6,2,3,14,0,1,1,0,1
1,166,320,2,2,1,17,0,2,1,0,1
1,5158,223,7,2,3,14,1,1,1,0,0
1,9222,270,14,2,0,16,0,2,1,0,0
1,5136,48,15,1,3,14,0,1,5,0,1
1,4806,107,13,2,3,16,0,1,1,0,1
1,2676,290,4,2,1,17,0,1,1,0,1
1,5136,107,13,2,3,14,1,1,5,0,0
1,6948,62,2,2,3,16,0,1,5,0,0
1,2380,30,4,1,3,14,0,1,1,0,0
1,5158,181,5,2,3,14,0,1,1,0,0
1,5158,63,5,2,3,14,0,1,1,0,0
1,357,245,14,2,1,17,0,1,1,0,0
1,173,106,11,2,1,17,0,2,3,0,1
1,166,134,10,2,1,17,0,1,3,0,1
1,5158,125,11,2,3,14,0,2,5,0,0
1,5158,255,11,2,3,14,0,2,5,0,0
1,724,216,11,2,1,17,0,2,1,0,1
1,2492,78,11,2,1,17,0,2,1,0,0
1,6498,321,14,2,3,16,0,1,5,0,0
1,2980,285,11,2,3,16,0,1,1,0,1
1,5158,59,11,2,3,14,1,2,5,0,0
1,5154,271,11,2,3,16,1,2,5,0,0
1,3659,69,11,1,3,6,0,2,1,0,1
1,318,138,11,2,1,17,0,1,1,0,1
1,5158,125,11,2,3,14,0,2,5,0,0
1,5158,133,14,2,3,14,0,2,5,0,1
1,5158,125,11,2,3,14,0,2,5,0,0
1,166,303,11,2,1,17,0,2,3,0,1
1,4170,37,4,2,1,1,0,1,1,0,1
1,1837,74,10,2,1,17,0,1,1,0,0
1,5046,193,10,1,3,16,0,1,1,0,0
1,5158,147,4,2,3,14,0,1,1,0,0
1,5855,180,7,2,3,16,0,1,5,0,0
1,6193,11,1,2,3,16,0,1,1,0,0
1,5136,271,11,2,3,14,0,2,5,0,1
1,166,245,14,2,1,17,0,1,5,0,1
1,335,330,14,2,1,17,0,1,1,0,0
1,4076,58,4,2,1,1,0,2,5,0,1
1,1993,305,4,2,1,17,0,2,1,0,0
1,357,183,6,2,1,17,0,1,5,0,1
1,5158,300,11,2,3,14,0,2,5,0,1
1,5158,7,6,2,3,14,0,2,1,0,1
1,318,16,0,2,1,17,0,2,1,0,1
1,1718,39,15,2,1,17,0,1,1,0,1
1,2380,252,12,2,3,16,0,1,1,0,0
1,666,234,14,1,1,17,0,2,3,0,1
1,6793,300,11,2,3,16,0,2,5,0,0
1,5158,63,5,2,3,14,0,1,1,0,0
1,5136,134,10,2,3,14,0,2,5,0,0
1,2368,183,6,2,3,7,0,1,1,0,1
1,4158,11,1,2,3,16,1,1,5,0,0
1,5136,133,14,2,3,14,0,2,1,0,1
1,318,258,12,2,1,17,0,1,1,0,1
1,2438,134,10,2,1,17,0,2,1,0,1
1,4304,214,9,0,5,16,0,1,5,0,0
1,1130,134,10,2,1,17,0,1,3,0,1
1,5158,290,4,2,3,14,0,1,5,0,0
1,6249,39,15,2,3,14,0,2,5,0,0
1,149,223,7,2,1,17,0,1,3,0,1
1,5158,318,4,1,4,14,1,1,1,0,0
1,5158,271,11,2,3,14,0,2,3,0,0
1,3205,118,14,1,1,17,0,2,1,0,1
1,318,53,11,2,1,17,0,1,1,0,1
1,5158,255,11,2,3,14,0,2,1,0,1
1,357,128,11,2,1,17,0,1,5,0,1
1,8826,300,11,2,0,16,0,1,1,0,0
1,5158,271,11,2,3,14,0,1,1,0,0
1,5136,300,11,2,3,14,1,2,1,0,0
1,8147,255,11,2,3,14,0,2,3,0,0
1,3153,330,14,2,3,16,0,2,1,0,0
1,8863,116,11,2,3,14,0,1,5,0,1
1,2592,204,11,2,1,17,0,2,1,0,1
1,1940,255,11,2,3,7,0,1,1,0,1
1,4693,157,11,2,3,16,0,1,1,0,1
1,4672,120,11,2,3,16,0,2,5,0,0
1,2492,107,13,2,1,17,1,1,1,0,0
1,8272,115,11,2,3,14,0,1,1,0,1
1,2439,29,10,1,1,17,0,1,1,0,0
1,487,185,8,1,3,7,0,1,5,0,1
1,5158,217,14,1,5,14,0,1,5,0,1
1,2087,134,10,2,1,17,0,2,1,0,1
1,801,41,12,1,1,17,0,2,1,0,1
1,5136,154,12,2,5,14,0,1,5,0,1
1,8518,336,11,2,3,16,0,2,5,0,0
1,5959,29,10,1,3,14,0,1,1,0,0
1,4097,121,5,2,3,16,1,1,5,0,1
1,5158,307,6,2,3,14,0,2,3,0,0
1,5158,276,14,2,3,14,0,2,5,0,0
1,6837,300,11,2,3,16,0,2,1,0,1
1,3602,199,4,2,3,16,0,1,5,0,0
1,2298,74,10,2,1,17,0,2,3,0,1
1,1639,224,9,1,5,7,0,1,1,0,1
1,5158,336,11,2,3,14,0,2,5,0,0
1,4821,147,4,2,3,16,0,1,5,0,0
1,166,158,12,0,1,17,0,2,5,0,1
1,5158,157,11,2,3,14,0,2,1,0,0
1,3747,242,11,2,5,6,0,2,1,0,1
1,2980,121,5,2,3,16,0,1,1,0,0
1,1288,194,11,2,3,7,0,1,1,0,1
1,318,104,11,2,1,17,0,1,1,0,1
1,9225,307,6,2,0,16,0,1,1,0,0
1,6560,130,6,1,3,16,0,1,1,0,0
1,4672,330,14,2,3,16,0,1,1,0,0
1,724,186,11,2,1,17,0,2,1,0,1
1,5201,328,6,2,3,14,0,1,1,0,0
1,5359,111,14,2,3,14,0,1,1,0,0
1,2520,280,10,2,1,1,1,2,1,0,1
1,7854,193,10,1,3,16,0,1,5,0,0
1,163,278,12,1,1,17,0,2,1,0,1
1,357,319,8,2,1,17,0,2,3,0,1
1,2358,307,6,2,3,7,0,1,1,0,1
1,8147,285,11,2,3,14,0,2,5,0,1
1,5949,223,7,2,3,14,1,1,1,0,0
1,8850,100,4,2,3,14,0,1,1,0,0
1,1301,221,3,1,1,17,0,2,1,0,1
1,64,304,10,2,1,17,0,1,3,0,1
1,1664,111,14,2,3,7,0,1,1,0,1
1,5136,193,10,1,3,14,1,2,5,0,0
1,5136,181,5,2,3,14,0,1,1,0,0
1,2321,324,5,1,1,1,0,2,5,0,1
1,7498,74,10,2,3,16,0,1,1,0,0
1,2492,245,14,2,1,17,0,1,1,0,1
1,2439,62,2,2,1,17,0,2,3,0,0
1,9220,328,6,2,0,16,0,2,1,0,0
1,6098,133,14,2,3,14,0,1,1,0,1
1,1130,217,14,1,1,17,0,2,1,0,1
1,4059,249,11,2,1,1,0,2,1,0,0
1,5158,73,10,0,4,14,0,2,5,0,0
1,5136,320,2,2,3,14,0,1,5,0,0
1,6019,107,13,2,3,14,1,1,1,0,0
1,3758,300,11,2,3,2,0,2,1,0,1
1,8800,58,4,2,0,16,0,2,1,0,0
1,8676,210,11,1,3,14,1,2,1,0,0
1,5136,25,14,1,3,14,1,1,1,0,1
1,5158,307,6,2,3,14,0,2,5,0,0
1,812,107,13,2,1,17,0,1,1,0,1
1,6559,152,4,2,3,14,0,1,1,0,0
1,5136,87,6,1,3,14,0,1,1,0,0
1,5158,305,4,2,3,14,0,2,1,0,1
2,9224,336,11,2,0,16,0,1,1,0,1
2,9224,336,11,2,0,16,1,1,1,0,1
1,5193,319,8,2,3,14,0,1,5,0,0
1,5312,332,4,1,3,14,1,1,5,0,0
1,7518,85,11,2,3,16,0,1,5,0,0
1,6585,112,11,2,3,14,0,1,1,0,1
1,7805,285,11,2,3,16,0,1,5,0,0
1,5944,121,5,2,3,14,0,1,1,0,0
1,6112,300,11,2,3,14,0,1,3,0,0
1,7678,32,11,2,3,16,0,1,1,0,0
1,8726,155,11,2,3,14,0,1,1,0,0
1,5158,74,10,2,3,14,0,2,1,0,0
1,229,69,11,1,1,17,0,2,1,0,1
1,4771,219,11,2,1,16,1,1,5,0,0
1,157,106,11,2,1,17,0,2,1,0,1
1,3638,300,11,2,3,6,0,2,1,0,1
1,5165,78,11,2,3,14,0,1,1,0,1
1,6327,63,5,2,3,14,0,1,1,0,0
1,6759,219,11,2,3,16,0,1,1,0,0
1,5158,239,7,1,3,14,0,1,5,0,0
1,2384,307,6,2,1,17,0,1,1,0,1
1,4781,216,11,2,3,16,0,1,1,0,1
1,8676,239,7,1,3,14,0,2,1,0,0
1,724,31,11,2,1,17,0,1,1,0,1
1,2439,154,12,2,1,17,0,2,1,0,1
1,3238,307,6,2,1,17,0,1,1,0,1
1,6678,313,0,1,5,16,0,1,1,0,0
1,5136,304,10,2,3,14,0,2,3,0,0
1,2396,320,2,2,3,13,0,1,1,0,0
1,7400,220,11,2,3,16,0,1,1,0,0
1,4576,71,4,1,3,0,0,2,1,0,0
1,3238,14,14,1,1,17,0,2,1,0,1
1,5158,118,14,1,3,14,0,2,1,0,1
1,1971,8,0,2,1,17,0,1,1,0,0
1,724,276,14,2,1,17,0,2,1,0,1
1,5613,245,14,2,3,14,0,1,1,0,0
1,5768,281,11,2,3,14,0,1,5,0,0
1,5158,307,6,2,3,14,0,1,5,0,1
1,5158,219,11,2,3,14,0,1,5,0,1
1,1355,134,10,2,1,17,0,2,1,0,1
1,3747,300,11,2,3,6,0,2,1,0,0
1,2127,166,11,2,3,7,0,1,1,0,0
1,3747,107,13,2,3,6,0,2,1,0,1
1,6472,8,0,2,3,14,0,1,1,1,0
1,5158,146,14,2,3,14,0,2,5,0,0
1,2492,53,11,2,1,17,0,2,1,0,1
1,5950,121,5,2,3,14,0,1,1,0,0
1,5714,163,7,0,5,14,0,1,1,0,0
1,5362,305,4,2,3,14,0,1,1,0,0
1,3483,133,14,2,1,17,0,1,1,0,1
1,1355,133,14,2,1,17,0,2,1,0,0
1,2870,193,10,1,1,17,0,1,5,0,0
1,8147,128,11,2,3,14,0,1,3,0,0
1,5158,0,14,1,5,14,1,1,5,0,0
1,5158,30,4,1,3,14,0,2,5,0,0
1,2087,326,10,1,1,17,1,1,1,0,1
1,5158,0,14,1,5,14,0,2,5,0,0
1,3758,144,6,0,3,2,0,2,1,0,1
1,6061,305,4,2,3,14,0,1,1,0,0
1,2380,11,1,2,3,16,0,1,1,0,1
1,5158,58,4,2,3,14,0,2,5,0,0
1,1984,304,10,2,3,7,1,1,1,0,0
1,1440,186,11,2,4,7,1,1,1,0,0
1,4164,58,4,2,3,16,0,1,5,0,1
1,2380,232,6,0,3,18,0,1,3,0,0
1,166,270,14,2,1,17,0,2,3,0,1
1,5158,16,0,2,3,14,1,2,1,0,0
1,5158,80,11,1,3,14,0,2,5,0,0
1,5158,134,10,2,3,14,0,2,1,0,0
1,134,127,12,1,1,17,0,1,5,0,1
1,5158,234,14,1,5,14,0,2,5,0,0
1,2087,228,12,0,1,17,0,1,1,0,1
1,2417,304,10,2,1,17,0,2,1,0,1
1,5158,181,5,2,3,14,0,2,5,0,1
1,4734,157,11,2,3,16,0,1,5,0,0
1,724,128,11,2,1,17,0,1,1,0,1
1,166,259,12,1,1,17,0,2,1,0,1
1,5158,125,11,2,4,14,0,1,1,0,0
1,7288,115,11,2,3,16,0,1,5,0,1
1,6793,157,11,2,3,16,0,2,1,0,0
1,5623,220,11,2,3,14,0,1,1,0,0
1,2298,255,11,2,1,17,0,1,5,0,1
1,5158,255,11,2,3,14,0,1,5,0,0
1,4319,300,11,2,3,16,0,1,1,0,0
1,5158,157,11,2,3,14,0,2,1,0,0
1,6793,118,14,1,3,16,0,2,5,0,0
1,5094,131,4,1,1,1,0,2,1,0,1
1,5158,321,14,2,3,14,0,2,3,0,0
1,8749,66,3,2,4,14,0,2,5,0,0
2,8218,208,12,1,5,16,0,2,5,0,0
1,7824,62,2,2,3,16,0,1,3,0,0
1,537,193,10,1,1,17,0,1,1,0,1
1,5732,58,4,2,3,16,0,1,1,0,0
1,2087,133,14,2,1,17,0,2,1,0,1
1,599,133,14,2,1,17,0,2,1,0,1
1,5158,255,11,2,3,14,0,1,5,0,0
1,9120,39,15,2,0,16,0,2,1,0,0
1,4672,8,0,2,3,16,0,1,5,0,1
1,166,208,12,1,1,17,1,2,1,0,1
1,2676,183,6,2,1,17,0,2,1,0,1
1,7478,62,2,2,3,16,0,1,5,0,0
1,5587,121,5,2,3,14,0,1,1,0,0
1,5158,234,14,1,5,14,0,2,5,0,1
1,9027,7,6,2,0,16,1,2,3,0,1
1,318,191,14,0,1,17,0,2,3,0,1
1,6793,251,15,0,3,16,0,2,1,0,0
1,4694,321,14,2,3,16,0,1,1,0,0
1,2478,39,15,2,1,17,0,1,5,0,1
1,2369,39,15,2,1,17,0,2,5,0,0
